LoadID,Date,Year,Month,MonthName,Quarter,DayType,Carrier,Dispatcher,Terminal,Origin,Destination,Route,DistanceMiles,LoadType,WeatherImpact,AppointmentType,DelayCause,Responsibility,ScheduledTransitHours,ActualTransitHours,DelayMinutes,DelayCategory,OperationalStatus,StrictOnTimeStatus,ServiceLevel
2228,2024-05-10,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Fargo,Grand Forks,Kansas City,Grand Forks to Kansas City,863,Reefer,Snow,Open,Traffic,Carrier,14.4,14.9,30,On-Time,On-Time,Late,On-Time
2246,2024-05-10,2024,5,May,Q2,Weekday,NorthTrail,J. Lee,Des Moines,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,1168,Flatbed,Rain,Standard,Inspection,External,24.6,25.3,41,Minor,On-Time,Late,On-Time
15,2024-05-10,2024,5,May,Q2,Weekday,FastFreight,R. Davis,Winnipeg,Sioux Falls,Kansas City,Sioux Falls to Kansas City,353,Dry,Snow,Strict,Traffic,Driver,7.2,8.1,51,Minor,Late,Late,On-Time
2132,2024-05-10,2024,5,May,Q2,Weekday,SwiftLine,J. Lee,Winnipeg,Fargo,Winnipeg,Fargo to Winnipeg,563,Dry,High Wind,Standard,Weather,External,12.1,16.3,254,Severe,Late,Late,Failure
4366,2024-05-10,2024,5,May,Q2,Weekday,NorthTrail,R. Davis,Minneapolis,Sioux Falls,Chicago,Sioux Falls to Chicago,691,Dry,None,Strict,Dock Delay,Shipper/Receiver,11.9,11.9,0,On-Time,On-Time,On-Time,On-Time
35,2024-05-10,2024,5,May,Q2,Weekday,NorthTrail,J. Lee,Minneapolis,Grand Forks,Minneapolis,Grand Forks to Minneapolis,241,Dry,Rain,Strict,Inspection,External,4.7,5.1,22,On-Time,On-Time,Late,On-Time
203,2024-05-10,2024,5,May,Q2,Weekday,SwiftLine,M. Clark,Fargo,Grand Forks,Chicago,Grand Forks to Chicago,403,Flatbed,None,Open,Traffic,Carrier,7.6,8.1,29,On-Time,On-Time,Late,On-Time
1089,2024-05-10,2024,5,May,Q2,Weekday,NorthTrail,A. Smith,Winnipeg,Winnipeg,Kansas City,Winnipeg to Kansas City,479,Flatbed,None,Standard,Inspection,External,10.4,11.6,71,Minor,Late,Late,At-Risk
1038,2024-05-10,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Des Moines,Minneapolis,Chicago,Minneapolis to Chicago,1000,Dry,High Wind,Open,Traffic,Carrier,22.0,24.1,129,Moderate,Late,Late,At-Risk
4981,2024-05-11,2024,5,May,Q2,Weekend,FastFreight,J. Lee,Fargo,Sioux Falls,Chicago,Sioux Falls to Chicago,933,Reefer,Rain,Strict,Traffic,Carrier,20.6,22.3,101,Moderate,Late,Late,At-Risk
3932,2024-05-11,2024,5,May,Q2,Weekend,FastFreight,M. Clark,Winnipeg,Grand Forks,Minneapolis,Grand Forks to Minneapolis,292,Dry,Rain,Strict,Traffic,Carrier,4.9,5.1,14,On-Time,On-Time,On-Time,On-Time
459,2024-05-11,2024,5,May,Q2,Weekend,RoadBull,J. Lee,Fargo,Grand Forks,Kansas City,Grand Forks to Kansas City,969,Reefer,None,Open,Traffic,Carrier,17.4,17.6,12,On-Time,On-Time,On-Time,On-Time
4959,2024-05-11,2024,5,May,Q2,Weekend,SwiftLine,A. Smith,Fargo,Minneapolis,Chicago,Minneapolis to Chicago,850,Reefer,None,Standard,Dispatch/Planning,Carrier,18.0,18.3,17,On-Time,On-Time,Late,On-Time
2025,2024-05-11,2024,5,May,Q2,Weekend,RoadBull,A. Smith,Winnipeg,Minneapolis,Kansas City,Minneapolis to Kansas City,252,Dry,Snow,Strict,Inspection,External,4.4,5.9,90,Minor,Late,Late,At-Risk
3764,2024-05-11,2024,5,May,Q2,Weekend,FastFreight,R. Davis,Des Moines,Grand Forks,Minneapolis,Grand Forks to Minneapolis,944,Dry,None,Strict,Traffic,Carrier,18.0,18.3,20,On-Time,On-Time,Late,On-Time
2988,2024-05-11,2024,5,May,Q2,Weekend,RoadBull,M. Clark,Winnipeg,Winnipeg,Chicago,Winnipeg to Chicago,1178,Flatbed,Snow,Strict,Dock Delay,Shipper/Receiver,21.5,23.8,140,Moderate,Late,Late,Failure
2362,2024-05-11,2024,5,May,Q2,Weekend,RoadBull,M. Clark,Des Moines,Winnipeg,Chicago,Winnipeg to Chicago,229,Dry,None,Strict,Breakdown,Carrier,4.3,5.1,51,Minor,Late,Late,On-Time
2023,2024-05-11,2024,5,May,Q2,Weekend,FastFreight,R. Davis,Minneapolis,Sioux Falls,Kansas City,Sioux Falls to Kansas City,658,Dry,Rain,Standard,Inspection,External,12.7,12.8,5,On-Time,On-Time,On-Time,On-Time
772,2024-05-11,2024,5,May,Q2,Weekend,SwiftLine,J. Lee,Des Moines,Minneapolis,Kansas City,Minneapolis to Kansas City,433,Dry,Snow,Strict,Traffic,External,7.4,7.4,0,On-Time,On-Time,On-Time,On-Time
1221,2024-05-12,2024,5,May,Q2,Weekend,SwiftLine,J. Lee,Fargo,Minneapolis,Kansas City,Minneapolis to Kansas City,850,Dry,Rain,Standard,Dock Delay,Shipper/Receiver,15.7,15.9,13,On-Time,On-Time,On-Time,On-Time
1583,2024-05-12,2024,5,May,Q2,Weekend,FastFreight,A. Smith,Winnipeg,Grand Forks,Minneapolis,Grand Forks to Minneapolis,1004,Dry,None,Strict,Traffic,Carrier,17.1,17.1,0,On-Time,On-Time,On-Time,On-Time
431,2024-05-12,2024,5,May,Q2,Weekend,FastFreight,M. Clark,Minneapolis,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,813,Dry,None,Strict,Traffic,Carrier,14.1,14.6,31,Minor,On-Time,Late,On-Time
836,2024-05-12,2024,5,May,Q2,Weekend,FastFreight,A. Smith,Fargo,Fargo,Winnipeg,Fargo to Winnipeg,463,Dry,None,Strict,Traffic,External,9.7,9.7,0,On-Time,On-Time,On-Time,On-Time
600,2024-05-12,2024,5,May,Q2,Weekend,NorthTrail,R. Davis,Winnipeg,Minneapolis,Omaha,Minneapolis to Omaha,996,Reefer,Rain,Standard,Dock Delay,Shipper/Receiver,17.2,17.3,7,On-Time,On-Time,On-Time,On-Time
1470,2024-05-12,2024,5,May,Q2,Weekend,NorthTrail,R. Davis,Fargo,Winnipeg,Kansas City,Winnipeg to Kansas City,1049,Dry,Rain,Open,Traffic,Carrier,18.7,19.1,24,On-Time,On-Time,Late,On-Time
4617,2024-05-13,2024,5,May,Q2,Weekday,SwiftLine,A. Smith,Fargo,Fargo,Kansas City,Fargo to Kansas City,1160,Dry,None,Strict,Dock Delay,Shipper/Receiver,19.3,19.3,0,On-Time,On-Time,On-Time,On-Time
4856,2024-05-13,2024,5,May,Q2,Weekday,NorthTrail,R. Davis,Fargo,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,300,Dry,None,Standard,High Wind Shutdown,External,6.4,13.9,452,Severe,Late,Late,Failure
487,2024-05-13,2024,5,May,Q2,Weekday,FastFreight,M. Clark,Minneapolis,Grand Forks,Chicago,Grand Forks to Chicago,446,Reefer,None,Open,Traffic,External,8.4,8.9,31,Minor,On-Time,Late,On-Time
3204,2024-05-13,2024,5,May,Q2,Weekday,SwiftLine,A. Smith,Winnipeg,Fargo,Winnipeg,Fargo to Winnipeg,677,Dry,Rain,Open,Traffic,Carrier,12.3,12.6,16,On-Time,On-Time,Late,On-Time
824,2024-05-13,2024,5,May,Q2,Weekday,FastFreight,M. Clark,Minneapolis,Minneapolis,Omaha,Minneapolis to Omaha,1142,Dry,None,Open,Weather,External,22.4,22.9,29,On-Time,On-Time,Late,On-Time
4550,2024-05-13,2024,5,May,Q2,Weekday,NorthTrail,R. Davis,Fargo,Winnipeg,Chicago,Winnipeg to Chicago,848,Dry,None,Standard,Dock Delay,Shipper/Receiver,15.9,16.4,31,Minor,On-Time,Late,On-Time
1757,2024-05-13,2024,5,May,Q2,Weekday,NorthTrail,R. Davis,Winnipeg,Minneapolis,Winnipeg,Minneapolis to Winnipeg,1009,Flatbed,Snow,Strict,Inspection,External,22.1,22.8,40,Minor,On-Time,Late,On-Time
2809,2024-05-13,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Minneapolis,Grand Forks,Kansas City,Grand Forks to Kansas City,239,Flatbed,Snow,Strict,Traffic,Driver,4.7,4.7,0,On-Time,On-Time,On-Time,On-Time
4725,2024-05-13,2024,5,May,Q2,Weekday,FastFreight,J. Lee,Fargo,Grand Forks,Omaha,Grand Forks to Omaha,649,Dry,None,Open,Weather,External,14.0,14.9,57,Minor,Late,Late,On-Time
93,2024-05-14,2024,5,May,Q2,Weekday,SwiftLine,J. Lee,Winnipeg,Grand Forks,Omaha,Grand Forks to Omaha,696,Dry,Rain,Strict,Traffic,External,12.5,12.6,4,On-Time,On-Time,On-Time,On-Time
4704,2024-05-14,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Winnipeg,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,470,Dry,Rain,Open,Hurricane Disruption,External,8.2,12.5,260,Severe,Late,Late,Failure
4537,2024-05-14,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Fargo,Winnipeg,Minneapolis,Winnipeg to Minneapolis,205,Reefer,Rain,Standard,Dock Delay,Shipper/Receiver,3.4,4.1,42,Minor,On-Time,Late,On-Time
3309,2024-05-14,2024,5,May,Q2,Weekday,FastFreight,J. Lee,Winnipeg,Sioux Falls,Omaha,Sioux Falls to Omaha,619,Reefer,Rain,Strict,Weather,External,10.6,10.6,0,On-Time,On-Time,On-Time,On-Time
225,2024-05-14,2024,5,May,Q2,Weekday,SwiftLine,A. Smith,Minneapolis,Winnipeg,Minneapolis,Winnipeg to Minneapolis,524,Flatbed,None,Open,Weather,External,10.6,11.7,63,Minor,Late,Late,On-Time
4211,2024-05-14,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Winnipeg,Fargo,Winnipeg,Fargo to Winnipeg,697,Dry,None,Open,Traffic,Carrier,13.6,14.2,38,Minor,On-Time,Late,On-Time
2391,2024-05-15,2024,5,May,Q2,Weekday,NorthTrail,J. Lee,Fargo,Minneapolis,Kansas City,Minneapolis to Kansas City,716,Reefer,None,Strict,Traffic,External,12.5,12.5,0,On-Time,On-Time,On-Time,On-Time
1990,2024-05-15,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Des Moines,Fargo,Chicago,Fargo to Chicago,390,Dry,None,Standard,Dock Delay,Shipper/Receiver,8.6,9.1,29,On-Time,On-Time,Late,On-Time
4589,2024-05-15,2024,5,May,Q2,Weekday,NorthTrail,J. Lee,Minneapolis,Minneapolis,Kansas City,Minneapolis to Kansas City,1124,Reefer,None,Strict,Dock Delay,Shipper/Receiver,24.4,24.4,0,On-Time,On-Time,On-Time,On-Time
3476,2024-05-15,2024,5,May,Q2,Weekday,RoadBull,R. Davis,Winnipeg,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,1135,Reefer,Snow,Standard,Traffic,Carrier,22.9,24.5,94,Moderate,Late,Late,At-Risk
4055,2024-05-15,2024,5,May,Q2,Weekday,SwiftLine,M. Clark,Winnipeg,Fargo,Kansas City,Fargo to Kansas City,558,Flatbed,High Wind,Standard,Inspection,External,11.7,12.7,58,Minor,Late,Late,At-Risk
2935,2024-05-16,2024,5,May,Q2,Weekday,NorthTrail,R. Davis,Des Moines,Minneapolis,Omaha,Minneapolis to Omaha,916,Dry,None,Open,Inspection,External,19.6,20.5,55,Minor,Late,Late,On-Time
710,2024-05-16,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Fargo,Sioux Falls,Omaha,Sioux Falls to Omaha,867,Flatbed,None,Standard,Dispatch/Planning,Carrier,15.8,15.9,6,On-Time,On-Time,On-Time,On-Time
4774,2024-05-16,2024,5,May,Q2,Weekday,FastFreight,A. Smith,Winnipeg,Sioux Falls,Kansas City,Sioux Falls to Kansas City,816,Dry,Snow,Strict,Traffic,External,17.3,17.6,20,On-Time,On-Time,Late,On-Time
4389,2024-05-16,2024,5,May,Q2,Weekday,SwiftLine,R. Davis,Des Moines,Sioux Falls,Chicago,Sioux Falls to Chicago,366,Dry,Snow,Strict,High Wind Shutdown,External,6.6,12.9,381,Severe,Late,Late,Failure
3901,2024-05-16,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Des Moines,Sioux Falls,Chicago,Sioux Falls to Chicago,1191,Dry,Rain,Open,Traffic,Driver,21.0,21.5,28,On-Time,On-Time,Late,On-Time
1075,2024-05-16,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Des Moines,Minneapolis,Chicago,Minneapolis to Chicago,238,Reefer,None,Open,Dispatch/Planning,Carrier,4.2,4.3,8,On-Time,On-Time,On-Time,On-Time
2721,2024-05-16,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Winnipeg,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,484,Dry,None,Strict,Dock Delay,Shipper/Receiver,8.9,11.4,152,Moderate,Late,Late,Failure
854,2024-05-16,2024,5,May,Q2,Weekday,RoadBull,M. Clark,Des Moines,Grand Forks,Winnipeg,Grand Forks to Winnipeg,721,Dry,None,Standard,Dispatch/Planning,Carrier,13.0,13.0,1,On-Time,On-Time,On-Time,On-Time
758,2024-05-16,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Winnipeg,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,296,Dry,None,Strict,Dispatch/Planning,Carrier,6.4,7.0,36,Minor,On-Time,Late,On-Time
3385,2024-05-16,2024,5,May,Q2,Weekday,FastFreight,J. Lee,Winnipeg,Fargo,Minneapolis,Fargo to Minneapolis,939,Dry,None,Standard,Dock Delay,Shipper/Receiver,19.7,20.6,53,Minor,Late,Late,At-Risk
2080,2024-05-16,2024,5,May,Q2,Weekday,NorthTrail,A. Smith,Fargo,Grand Forks,Winnipeg,Grand Forks to Winnipeg,773,Dry,None,Strict,Dock Delay,Shipper/Receiver,13.2,13.2,0,On-Time,On-Time,On-Time,On-Time
3343,2024-05-16,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Minneapolis,Sioux Falls,Omaha,Sioux Falls to Omaha,227,Dry,Snow,Standard,Breakdown,Carrier,4.9,4.9,2,On-Time,On-Time,On-Time,On-Time
3230,2024-05-16,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Minneapolis,Fargo,Omaha,Fargo to Omaha,508,Flatbed,Rain,Standard,Weather,External,9.5,10.0,29,On-Time,On-Time,Late,On-Time
4632,2024-05-16,2024,5,May,Q2,Weekday,SwiftLine,R. Davis,Des Moines,Sioux Falls,Chicago,Sioux Falls to Chicago,866,Flatbed,Rain,Standard,Breakdown,Driver,17.1,17.3,10,On-Time,On-Time,On-Time,On-Time
3585,2024-05-17,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Des Moines,Fargo,Kansas City,Fargo to Kansas City,909,Dry,None,Open,Dock Delay,Shipper/Receiver,19.3,20.2,54,Minor,Late,Late,On-Time
601,2024-05-17,2024,5,May,Q2,Weekday,FastFreight,R. Davis,Minneapolis,Grand Forks,Kansas City,Grand Forks to Kansas City,575,Dry,None,Standard,Dock Delay,Shipper/Receiver,10.7,11.3,35,Minor,On-Time,Late,On-Time
2084,2024-05-17,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Minneapolis,Minneapolis,Chicago,Minneapolis to Chicago,662,Flatbed,None,Standard,Traffic,Carrier,12.5,12.7,11,On-Time,On-Time,On-Time,On-Time
4225,2024-05-17,2024,5,May,Q2,Weekday,NorthTrail,J. Lee,Winnipeg,Winnipeg,Minneapolis,Winnipeg to Minneapolis,1091,Dry,None,Open,Dock Delay,Shipper/Receiver,23.4,23.9,33,Minor,On-Time,Late,On-Time
2790,2024-05-17,2024,5,May,Q2,Weekday,SwiftLine,A. Smith,Des Moines,Minneapolis,Omaha,Minneapolis to Omaha,301,Reefer,None,Open,Traffic,Carrier,6.2,6.8,37,Minor,On-Time,Late,On-Time
1912,2024-05-17,2024,5,May,Q2,Weekday,RoadBull,M. Clark,Fargo,Grand Forks,Omaha,Grand Forks to Omaha,909,Reefer,None,Standard,Dock Delay,Shipper/Receiver,20.0,20.0,0,On-Time,On-Time,On-Time,On-Time
3958,2024-05-17,2024,5,May,Q2,Weekday,FastFreight,J. Lee,Winnipeg,Grand Forks,Minneapolis,Grand Forks to Minneapolis,376,Dry,None,Open,Dock Delay,Shipper/Receiver,7.7,8.2,29,On-Time,On-Time,Late,On-Time
3304,2024-05-18,2024,5,May,Q2,Weekend,FastFreight,M. Clark,Minneapolis,Minneapolis,Kansas City,Minneapolis to Kansas City,541,Dry,High Wind,Standard,Breakdown,Carrier,9.0,11.3,136,Moderate,Late,Late,Failure
2908,2024-05-18,2024,5,May,Q2,Weekend,RoadBull,M. Clark,Des Moines,Fargo,Chicago,Fargo to Chicago,279,Dry,Rain,Strict,Traffic,External,5.2,5.2,0,On-Time,On-Time,On-Time,On-Time
3850,2024-05-18,2024,5,May,Q2,Weekend,NorthTrail,M. Clark,Winnipeg,Winnipeg,Kansas City,Winnipeg to Kansas City,771,Flatbed,None,Strict,Traffic,Carrier,13.0,13.0,0,On-Time,On-Time,On-Time,On-Time
2550,2024-05-18,2024,5,May,Q2,Weekend,RoadBull,R. Davis,Des Moines,Grand Forks,Chicago,Grand Forks to Chicago,961,Dry,None,Standard,Weather,External,20.9,21.9,62,Minor,Late,Late,At-Risk
3865,2024-05-18,2024,5,May,Q2,Weekend,SwiftLine,M. Clark,Winnipeg,Grand Forks,Omaha,Grand Forks to Omaha,782,Dry,Rain,Open,Weather,External,17.2,19.0,109,Moderate,Late,Late,At-Risk
83,2024-05-18,2024,5,May,Q2,Weekend,RoadBull,J. Lee,Des Moines,Winnipeg,Minneapolis,Winnipeg to Minneapolis,251,Flatbed,None,Standard,Weather,External,4.3,4.8,32,Minor,On-Time,Late,On-Time
2557,2024-05-18,2024,5,May,Q2,Weekend,RoadBull,A. Smith,Minneapolis,Minneapolis,Omaha,Minneapolis to Omaha,862,Reefer,Rain,Strict,Inspection,External,14.6,14.6,0,On-Time,On-Time,On-Time,On-Time
3437,2024-05-18,2024,5,May,Q2,Weekend,NorthTrail,R. Davis,Fargo,Fargo,Winnipeg,Fargo to Winnipeg,530,Dry,Rain,Strict,Weather,External,10.0,10.1,3,On-Time,On-Time,On-Time,On-Time
740,2024-05-18,2024,5,May,Q2,Weekend,FastFreight,R. Davis,Des Moines,Minneapolis,Kansas City,Minneapolis to Kansas City,910,Dry,None,Strict,Inspection,External,19.5,20.9,83,Minor,Late,Late,At-Risk
1136,2024-05-19,2024,5,May,Q2,Weekend,SwiftLine,M. Clark,Winnipeg,Minneapolis,Chicago,Minneapolis to Chicago,702,Reefer,None,Strict,Weather,External,14.2,14.2,0,On-Time,On-Time,On-Time,On-Time
3930,2024-05-19,2024,5,May,Q2,Weekend,NorthTrail,A. Smith,Fargo,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,629,Reefer,None,Strict,Dispatch/Planning,Carrier,13.5,13.6,7,On-Time,On-Time,On-Time,On-Time
3840,2024-05-19,2024,5,May,Q2,Weekend,SwiftLine,R. Davis,Minneapolis,Fargo,Omaha,Fargo to Omaha,561,Reefer,None,Strict,Dock Delay,Shipper/Receiver,9.4,9.5,4,On-Time,On-Time,On-Time,On-Time
736,2024-05-19,2024,5,May,Q2,Weekend,SwiftLine,J. Lee,Des Moines,Sioux Falls,Omaha,Sioux Falls to Omaha,1022,Dry,Snow,Strict,Dispatch/Planning,Carrier,17.2,17.3,9,On-Time,On-Time,On-Time,On-Time
2573,2024-05-19,2024,5,May,Q2,Weekend,RoadBull,J. Lee,Fargo,Fargo,Chicago,Fargo to Chicago,1097,Reefer,Rain,Standard,Inspection,External,22.0,22.3,16,On-Time,On-Time,Late,On-Time
3325,2024-05-19,2024,5,May,Q2,Weekend,SwiftLine,M. Clark,Des Moines,Winnipeg,Minneapolis,Winnipeg to Minneapolis,355,Flatbed,Rain,Standard,Weather,External,6.0,6.1,4,On-Time,On-Time,On-Time,On-Time
3140,2024-05-19,2024,5,May,Q2,Weekend,RoadBull,A. Smith,Des Moines,Fargo,Winnipeg,Fargo to Winnipeg,890,Dry,Rain,Strict,Traffic,Driver,18.5,18.6,7,On-Time,On-Time,On-Time,On-Time
3156,2024-05-20,2024,5,May,Q2,Weekday,RoadBull,M. Clark,Minneapolis,Grand Forks,Minneapolis,Grand Forks to Minneapolis,398,Dry,None,Strict,Weather,External,7.9,8.2,21,On-Time,On-Time,Late,On-Time
1110,2024-05-20,2024,5,May,Q2,Weekday,FastFreight,M. Clark,Des Moines,Fargo,Winnipeg,Fargo to Winnipeg,890,Flatbed,None,Open,Traffic,External,18.5,18.9,21,On-Time,On-Time,Late,On-Time
1601,2024-05-20,2024,5,May,Q2,Weekday,FastFreight,R. Davis,Winnipeg,Winnipeg,Omaha,Winnipeg to Omaha,838,Reefer,None,Standard,Traffic,Carrier,17.3,17.5,14,On-Time,On-Time,On-Time,On-Time
2632,2024-05-20,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Fargo,Fargo,Omaha,Fargo to Omaha,1107,Dry,Rain,Strict,Weather,External,19.6,20.2,33,Minor,On-Time,Late,On-Time
3081,2024-05-20,2024,5,May,Q2,Weekday,FastFreight,M. Clark,Winnipeg,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,636,Reefer,None,Strict,Dock Delay,Shipper/Receiver,11.6,12.0,22,On-Time,On-Time,Late,On-Time
888,2024-05-20,2024,5,May,Q2,Weekday,FastFreight,J. Lee,Minneapolis,Minneapolis,Winnipeg,Minneapolis to Winnipeg,460,Flatbed,None,Strict,Weather,External,10.0,10.3,17,On-Time,On-Time,Late,On-Time
2724,2024-05-20,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Minneapolis,Fargo,Minneapolis,Fargo to Minneapolis,785,Flatbed,None,Open,Dock Delay,Shipper/Receiver,13.8,14.0,11,On-Time,On-Time,On-Time,On-Time
3396,2024-05-20,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Minneapolis,Minneapolis,Omaha,Minneapolis to Omaha,648,Dry,None,Strict,Traffic,External,12.9,12.9,0,On-Time,On-Time,On-Time,On-Time
1633,2024-05-20,2024,5,May,Q2,Weekday,SwiftLine,R. Davis,Winnipeg,Winnipeg,Omaha,Winnipeg to Omaha,761,Dry,Snow,Strict,Traffic,Carrier,14.1,14.2,6,On-Time,On-Time,On-Time,On-Time
4622,2024-05-20,2024,5,May,Q2,Weekday,NorthTrail,R. Davis,Winnipeg,Grand Forks,Kansas City,Grand Forks to Kansas City,428,Reefer,Rain,Strict,Dock Delay,Shipper/Receiver,9.5,10.0,28,On-Time,On-Time,Late,On-Time
2923,2024-05-20,2024,5,May,Q2,Weekday,SwiftLine,J. Lee,Minneapolis,Sioux Falls,Kansas City,Sioux Falls to Kansas City,504,Dry,Rain,Standard,Inspection,External,8.5,9.4,52,Minor,Late,Late,At-Risk
4160,2024-05-20,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Winnipeg,Fargo,Minneapolis,Fargo to Minneapolis,723,Dry,Snow,Strict,Dock Delay,Shipper/Receiver,15.5,15.5,2,On-Time,On-Time,On-Time,On-Time
4043,2024-05-20,2024,5,May,Q2,Weekday,RoadBull,R. Davis,Des Moines,Fargo,Minneapolis,Fargo to Minneapolis,916,Flatbed,Snow,Standard,Weather,External,16.1,16.9,50,Minor,Late,Late,At-Risk
831,2024-05-20,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Des Moines,Fargo,Omaha,Fargo to Omaha,476,Dry,Snow,Strict,Weather,External,9.2,9.5,17,On-Time,On-Time,Late,On-Time
2293,2024-05-21,2024,5,May,Q2,Weekday,FastFreight,R. Davis,Des Moines,Grand Forks,Winnipeg,Grand Forks to Winnipeg,431,Dry,None,Standard,Winter Storm Closure,External,8.7,20.9,735,Severe,Late,Late,Failure
4327,2024-05-21,2024,5,May,Q2,Weekday,RoadBull,M. Clark,Minneapolis,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,313,Reefer,None,Standard,Traffic,Carrier,6.6,6.6,0,On-Time,On-Time,On-Time,On-Time
2126,2024-05-21,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Winnipeg,Sioux Falls,Chicago,Sioux Falls to Chicago,228,Dry,None,Standard,Breakdown,Carrier,4.5,4.8,16,On-Time,On-Time,Late,On-Time
2385,2024-05-21,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Fargo,Grand Forks,Winnipeg,Grand Forks to Winnipeg,1145,Flatbed,None,Strict,Weather,External,22.6,22.7,4,On-Time,On-Time,On-Time,On-Time
1128,2024-05-21,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Winnipeg,Minneapolis,Kansas City,Minneapolis to Kansas City,598,Dry,Rain,Strict,Weather,External,10.3,10.3,0,On-Time,On-Time,On-Time,On-Time
3945,2024-05-22,2024,5,May,Q2,Weekday,SwiftLine,R. Davis,Minneapolis,Grand Forks,Winnipeg,Grand Forks to Winnipeg,642,Flatbed,Snow,Standard,Dock Delay,Shipper/Receiver,12.5,12.5,0,On-Time,On-Time,On-Time,On-Time
1364,2024-05-22,2024,5,May,Q2,Weekday,FastFreight,M. Clark,Winnipeg,Grand Forks,Chicago,Grand Forks to Chicago,826,Reefer,Rain,Strict,Dock Delay,Shipper/Receiver,16.5,16.5,0,On-Time,On-Time,On-Time,On-Time
2276,2024-05-22,2024,5,May,Q2,Weekday,FastFreight,M. Clark,Des Moines,Winnipeg,Minneapolis,Winnipeg to Minneapolis,1091,Dry,None,Strict,Dispatch/Planning,Carrier,19.4,19.9,31,Minor,On-Time,Late,On-Time
781,2024-05-22,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Minneapolis,Winnipeg,Chicago,Winnipeg to Chicago,713,Flatbed,None,Strict,Dock Delay,Shipper/Receiver,12.6,12.6,0,On-Time,On-Time,On-Time,On-Time
294,2024-05-22,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Winnipeg,Winnipeg,Minneapolis,Winnipeg to Minneapolis,1130,Reefer,High Wind,Strict,Dispatch/Planning,Carrier,21.2,22.2,58,Minor,Late,Late,On-Time
1567,2024-05-22,2024,5,May,Q2,Weekday,NorthTrail,J. Lee,Minneapolis,Minneapolis,Kansas City,Minneapolis to Kansas City,288,Dry,None,Standard,Weather,External,5.9,6.5,38,Minor,On-Time,Late,On-Time
3826,2024-05-22,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Fargo,Sioux Falls,Minneapolis,Sioux Falls to Minneapolis,380,Flatbed,None,Standard,Inspection,External,7.2,8.0,49,Minor,Late,Late,At-Risk
1744,2024-05-22,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Des Moines,Fargo,Omaha,Fargo to Omaha,739,Dry,Rain,Standard,High Wind Shutdown,External,13.1,21.6,511,Severe,Late,Late,Failure
2845,2024-05-22,2024,5,May,Q2,Weekday,NorthTrail,A. Smith,Des Moines,Grand Forks,Kansas City,Grand Forks to Kansas City,370,Reefer,Rain,Strict,Traffic,External,7.3,7.3,0,On-Time,On-Time,On-Time,On-Time
4779,2024-05-22,2024,5,May,Q2,Weekday,RoadBull,A. Smith,Minneapolis,Fargo,Minneapolis,Fargo to Minneapolis,481,Dry,None,Strict,Weather,External,8.9,9.6,43,Minor,On-Time,Late,On-Time
503,2024-05-22,2024,5,May,Q2,Weekday,RoadBull,J. Lee,Fargo,Grand Forks,Kansas City,Grand Forks to Kansas City,564,Dry,None,Open,Dock Delay,Shipper/Receiver,11.6,12.4,50,Minor,Late,Late,On-Time
191,2024-05-23,2024,5,May,Q2,Weekday,NorthTrail,M. Clark,Winnipeg,Sioux Falls,Winnipeg,Sioux Falls to Winnipeg,498,Reefer,None,Open,Traffic,Driver,8.5,9.2,39,Minor,On-Time,Late,On-Time
